Count	Name	Contents	Position X	Position Y
1	MText	S34	-957870514.20	-440723567.94
1	MText	-	-957870514.20	-440726491.88
1	MText	-	-957870514.20	-440727076.66
1	MText	S11	-957870514.20	-440725322.30
1	MText	-	-957870514.20	-440725907.09
1	MText	-	-957868884.47	-440724152.73
1	MText	-	-957868884.47	-440724737.51
1	MText	S.H.PODHL.=2700	-957868884.47	-440722983.15
1	MText	S.H.PODHL.=2700	-957868884.47	-440723567.94
1	MText	-	-957868884.47	-440726491.88
1	MText	-	-957868884.47	-440727076.66
1	MText	-	-957868884.47	-440725322.30
1	MText	-	-957868884.47	-440725907.09
1	MText	S.H.PODHL.=2700	-957868884.47	-440722398.36
1	MText	-	-957868884.47	-440718889.64
1	MText	-	-957868884.47	-440719474.43
1	MText	-	-957868884.47	-440717720.07
1	MText	-	-957868884.47	-440718304.85
1	MText	S.H.PODHL.=2700	-957868884.47	-440721228.79
1	MText	S.H.PODHL.=2700	-957868884.47	-440721813.58
1	MText	S.H.PODHL.=2700	-957868884.47	-440720059.22
1	MText	S.H.PODHL.=2700	-957868884.47	-440720644.00
1	MText	-	-957873198.47	-440724737.51
1	MText	MAĽBA	-957873198.47	-440725322.30
1	MText	KAZET. PODHĽAD	-957873198.47	-440723567.94
1	MText	-	-957873198.47	-440724152.73
1	MText	-	-957873198.47	-440727076.66
1	MText	S21,S31,S34	-957870514.20	-440712456.98
1	MText	-	-957873198.47	-440725907.09
1	MText	-	-957873198.47	-440726491.88
1	MText	KAZET. PODHĽAD	-957873198.47	-440722983.15
1	MText	-	-957873198.47	-440719474.43
1	MText	KAZET. PODHĽAD	-957873198.47	-440720059.22
1	MText	-	-957873198.47	-440718304.85
1	MText	-	-957873198.47	-440718889.64
1	MText	KAZET. PODHĽAD	-957873198.47	-440721813.58
1	MText	KAZET. PODHĽAD	-957873198.47	-440722398.36
1	MText	KAZET. PODHĽAD	-957873198.47	-440720644.00
1	MText	KAZET. PODHĽAD	-957873198.47	-440721228.79
1	MText	-	-957870514.20	-440719474.43
1	MText	S34	-957870514.20	-440720059.22
1	MText	-	-957870514.20	-440718304.85
1	MText	-	-957870514.20	-440718889.64
1	MText	S34	-957870514.20	-440721813.58
1	MText	S34	-957870514.20	-440722398.36
1	MText	S34	-957870514.20	-440720644.00
1	MText	S34	-957870514.20	-440721228.79
1	MText	-	-957870514.20	-440717720.07
1	MText	S11	-957870514.20	-440714211.34
1	MText	S11	-957870514.20	-440714796.13
1	MText	-	-957870514.20	-440713041.77
1	MText	-	-957870514.20	-440713626.55
1	MText	S31	-957870514.20	-440716550.49
1	MText	S31	-957870514.20	-440717135.28
1	MText	S34	-957870514.20	-440715380.92
1	MText	S34	-957870514.20	-440715965.70
1	MText	Místnost	-957886583.87	-440717135.28
1	MText	Místnost	-957886583.87	-440717720.07
1	MText	Místnost	-957886583.87	-440715965.70
1	MText	Místnost	-957886583.87	-440716550.49
1	MText	Místnost	-957886583.87	-440719474.43
1	MText	Místnost	-957886583.87	-440720059.22
1	MText	Místnost	-957886583.87	-440718304.85
1	MText	Místnost	-957886583.87	-440718889.64
1	MText	Místnost	-957886583.87	-440715380.92
1	MText	8-T-06	-957888165.68	-440727076.66
1	MText	Místnost	-957886583.87	-440712456.98
1	MText	8-T-04	-957888165.68	-440725907.09
1	MText	8-T-05	-957888165.68	-440726491.88
1	MText	Místnost	-957886583.87	-440714211.34
1	MText	Místnost	-957886583.87	-440714796.13
1	MText	Místnost	-957886583.87	-440713041.77
1	MText	Místnost	-957886583.87	-440713626.55
1	MText	Místnost	-957886583.87	-440727076.66
1	MText	826.50	-957883724.65	-440712456.98
1	MText	Místnost	-957886583.87	-440725907.09
1	MText	Místnost	-957886583.87	-440726491.88
1	MText	11.62	-957883724.65	-440714211.34
1	MText	11.58	-957883724.65	-440714796.13
1	MText	10.95	-957883724.65	-440713041.77
1	MText	10.97	-957883724.65	-440713626.55
1	MText	Místnost	-957886583.87	-440725322.30
1	MText	Místnost	-957886583.87	-440721813.58
1	MText	Místnost	-957886583.87	-440722398.36
1	MText	Místnost	-957886583.87	-440720644.00
1	MText	Místnost	-957886583.87	-440721228.79
1	MText	Místnost	-957886583.87	-440724152.73
1	MText	Místnost	-957886583.87	-440724737.51
1	MText	Místnost	-957886583.87	-440722983.15
1	MText	Místnost	-957886583.87	-440723567.94
1	MText	8-K-01	-957888165.68	-440712456.98
1	MText	8-K-02	-957888165.68	-440713041.77
1	MText	OZN.	-957870447.10	-440711605.36
1	MText	POZN.	-957868817.36	-440711605.36
1	MText	8-O-02	-957888165.68	-440714796.13
1	MText	8-O-03	-957888165.68	-440715380.92
1	MText	8-K-03	-957888165.68	-440713626.55
1	MText	8-O-01	-957888165.68	-440714211.34
1	MText	STROP	-957873131.37	-440711605.36
1	MText	ÚČEL MIESTNOSTI	-957886516.77	-440711605.36
1	MText	PLOCHA	-957884060.18	-440711605.36
1	MText	\H2x;LEGENDA MIESTNOSTÍ	-957887954.77	-440710542.84
1	MText	ČÍSLO\PMIEST.	-957888098.57	-440711605.36
1	MText	STENY	-957878404.04	-440711605.36
1	MText	OZN.	-957875048.70	-440711605.36
1	MText	PODLAHA	-957882909.78	-440711605.36
1	MText	OZN.	-957879746.17	-440711605.36
1	MText	8-O-15	-957888165.68	-440722398.36
1	MText	8-O-16	-957888165.68	-440722983.15
1	MText	8-O-13	-957888165.68	-440721228.79
1	MText	8-O-14	-957888165.68	-440721813.58
1	MText	8-T-02	-957888165.68	-440724737.51
1	MText	8-T-03	-957888165.68	-440725322.30
1	MText	8-O-17	-957888165.68	-440723567.94
1	MText	8-T-01	-957888165.68	-440724152.73
1	MText	8-O-12	-957888165.68	-440720644.00
1	MText	8-O-06	-957888165.68	-440717135.28
1	MText	8-O-07	-957888165.68	-440717720.07
1	MText	8-O-04	-957888165.68	-440715965.70
1	MText	8-O-05	-957888165.68	-440716550.49
1	MText	8-O-10	-957888165.68	-440719474.43
1	MText	8-O-11	-957888165.68	-440720059.22
1	MText	8-O-08	-957888165.68	-440718304.85
1	MText	8-O-09	-957888165.68	-440718889.64
1	MText	-	-957882976.89	-440725907.09
1	MText	-	-957882976.89	-440726491.88
1	MText	-	-957882976.89	-440724737.51
1	MText	EPOXID.NÁTER	-957882976.89	-440725322.30
1	MText	P9.2	-957879813.28	-440713041.77
1	MText	P9.2	-957879813.28	-440713626.55
1	MText	-	-957882976.89	-440727076.66
1	MText	P3.1	-957879813.28	-440712456.98
1	MText	-	-957882976.89	-440724152.73
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440720644.00
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440721228.79
1	MText	-	-957882976.89	-440719474.43
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440720059.22
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440722983.15
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440723567.94
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440721813.58
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440722398.36
1	MText	P1.9	-957879813.28	-440720644.00
1	MText	P1.9	-957879813.28	-440721228.79
1	MText	-	-957879813.28	-440719474.43
1	MText	P1.9	-957879813.28	-440720059.22
1	MText	P1.9	-957879813.28	-440722983.15
1	MText	P1.9	-957879813.28	-440723567.94
1	MText	P1.9	-957879813.28	-440721813.58
1	MText	P1.9	-957879813.28	-440722398.36
1	MText	-	-957879813.28	-440718889.64
1	MText	P1.10	-957879813.28	-440715380.92
1	MText	P1.10	-957879813.28	-440715965.70
1	MText	P7.1,P5.11	-957879813.28	-440714211.34
1	MText	P7.1,P5.11	-957879813.28	-440714796.13
1	MText	-	-957879813.28	-440717720.07
1	MText	-	-957879813.28	-440718304.85
1	MText	P1.10	-957879813.28	-440716550.49
1	MText	P1.9	-957879813.28	-440717135.28
1	MText	1.03	-957883724.65	-440721813.58
1	MText	1.03	-957883724.65	-440722398.36
1	MText	1.03	-957883724.65	-440720644.00
1	MText	1.03	-957883724.65	-440721228.79
1	MText	6.30	-957883724.65	-440724152.73
1	MText	10.55	-957883724.65	-440724737.51
1	MText	1.03	-957883724.65	-440722983.15
1	MText	11.15	-957883724.65	-440723567.94
1	MText	7.93	-957883724.65	-440720059.22
1	MText	5.36	-957883724.65	-440716550.49
1	MText	3.03	-957883724.65	-440717135.28
1	MText	9.22	-957883724.65	-440715380.92
1	MText	9.88	-957883724.65	-440715965.70
1	MText	11.98	-957883724.65	-440718889.64
1	MText	5.96	-957883724.65	-440719474.43
1	MText	5.96	-957883724.65	-440717720.07
1	MText	11.98	-957883724.65	-440718304.85
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440715965.70
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440716550.49
1	MText	EPOX.STIERKA/NÁTER	-957882976.89	-440714796.13
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440715380.92
1	MText	-	-957882976.89	-440718304.85
1	MText	-	-957882976.89	-440718889.64
1	MText	KAMENNÁ DLAŽBA	-957882976.89	-440717135.28
1	MText	-	-957882976.89	-440717720.07
1	MText	EPOX.STIERKA/NÁTER	-957882976.89	-440714211.34
1	MText	1.11	-957883724.65	-440726491.88
1	MText	0.95	-957883724.65	-440727076.66
1	MText	8.24	-957883724.65	-440725322.30
1	MText	1.11	-957883724.65	-440725907.09
1	MText	DREV.PODL.-BANGKIRAI	-957882976.89	-440713041.77
1	MText	DREV.PODL.-BANGKIRAI	-957882976.89	-440713626.55
1	MText	987.51	-957883724.65	-440727661.45
1	MText	KOBEREC K1/KAMEN.DL.	-957882976.89	-440712456.98
