Count	Name	Contents	Position X	Position Y
1	MText	-	-957867910.55	-440813883.09
1	MText	-	-957867910.55	-440812128.73
1	MText	-	-957867910.55	-440812713.51
1	MText	S.H.PODHL.=2700	-957867910.55	-440806280.85
1	MText	S.H.PODHL.=2700	-957867910.55	-440806865.64
1	MText	-	-957867910.55	-440805111.28
1	MText	-	-957867910.55	-440805696.06
1	MText	S.H.PODHL.=2700	-957867910.55	-440808620.00
1	MText	S.H.PODHL.=2700	-957867910.55	-440809204.79
1	MText	S.H.PODHL.=2700	-957867910.55	-440807450.43
1	MText	S.H.PODHL.=2700	-957867910.55	-440808035.21
1	MText	S34	-957869540.28	-440809789.58
1	MText	MAĽBA	-957872224.56	-440811543.94
1	MText	-	-957872224.56	-440812128.73
1	MText	-	-957872224.56	-440810374.36
1	MText	-	-957872224.56	-440810959.15
1	MText	-	-957872224.56	-440813883.09
1	MText	S21,S31,S34	-957869540.28	-440799848.19
1	MText	-	-957872224.56	-440812713.51
1	MText	KAZET. PODHĽAD	-957872224.56	-440813298.30
1	MText	KAZET.PODHĽAD	-957872224.56	-440806865.64
1	MText	KAZET.PODHĽAD	-957872224.56	-440807450.43
1	MText	-	-957872224.56	-440805696.06
1	MText	KAZET.PODHĽAD	-957872224.56	-440806280.85
1	MText	KAZET.PODHĽAD	-957872224.56	-440809204.79
1	MText	KAZET.PODHĽAD	-957872224.56	-440809789.58
1	MText	KAZET.PODHĽAD	-957872224.56	-440808035.21
1	MText	KAZET.PODHĽAD	-957872224.56	-440808620.00
1	MText	S34	-957869540.28	-440806280.85
1	MText	S34	-957869540.28	-440806865.64
1	MText	-	-957869540.28	-440805111.28
1	MText	-	-957869540.28	-440805696.06
1	MText	S34	-957869540.28	-440808620.00
1	MText	S34	-957869540.28	-440809204.79
1	MText	S34	-957869540.28	-440807450.43
1	MText	S34	-957869540.28	-440808035.21
1	MText	S34	-957869540.28	-440801602.55
1	MText	S34	-957869540.28	-440802187.34
1	MText	S11	-957869540.28	-440800432.98
1	MText	S11	-957869540.28	-440801017.77
1	MText	-	-957869540.28	-440803941.70
1	MText	-	-957869540.28	-440804526.49
1	MText	S31	-957869540.28	-440802772.13
1	MText	S34	-957869540.28	-440803356.91
1	MText	Místnost	-957885609.96	-440803941.70
1	MText	Místnost	-957885609.96	-440804526.49
1	MText	Místnost	-957885609.96	-440802772.13
1	MText	Místnost	-957885609.96	-440803356.91
1	MText	Místnost	-957885609.96	-440806280.85
1	MText	Místnost	-957885609.96	-440806865.64
1	MText	Místnost	-957885609.96	-440805111.28
1	MText	Místnost	-957885609.96	-440805696.06
1	MText	6-T-07	-957887191.76	-440813883.09
1	MText	Místnost	-957885609.96	-440799848.19
1	MText	6-T-05	-957887191.76	-440812713.51
1	MText	6-T-06	-957887191.76	-440813298.30
1	MText	Místnost	-957885609.96	-440801602.55
1	MText	Místnost	-957885609.96	-440802187.34
1	MText	Místnost	-957885609.96	-440800432.98
1	MText	Místnost	-957885609.96	-440801017.77
1	MText	Místnost	-957885609.96	-440813298.30
1	MText	Místnost	-957885609.96	-440813883.09
1	MText	Místnost	-957885609.96	-440812128.73
1	MText	Místnost	-957885609.96	-440812713.51
1	MText	11.58	-957882750.73	-440801017.77
1	MText	9.57	-957882750.73	-440801602.55
1	MText	742.66	-957882750.73	-440799848.19
1	MText	11.62	-957882750.73	-440800432.98
1	MText	Místnost	-957885609.96	-440808620.00
1	MText	Místnost	-957885609.96	-440809204.79
1	MText	Místnost	-957885609.96	-440807450.43
1	MText	Místnost	-957885609.96	-440808035.21
1	MText	Místnost	-957885609.96	-440810959.15
1	MText	Místnost	-957885609.96	-440811543.94
1	MText	Místnost	-957885609.96	-440809789.58
1	MText	Místnost	-957885609.96	-440810374.36
1	MText	6-T-04	-957887191.76	-440812128.73
1	MText	POZN.	-957867843.44	-440798996.57
1	MText	6-K-01	-957887191.76	-440799848.19
1	MText	STROP	-957872157.45	-440798996.57
1	MText	OZN.	-957869473.18	-440798996.57
1	MText	6-O-03	-957887191.76	-440801602.55
1	MText	6-O-04	-957887191.76	-440802187.34
1	MText	6-O-01	-957887191.76	-440800432.98
1	MText	6-O-02	-957887191.76	-440801017.77
1	MText	ÚČEL MIESTNOSTI	-957885542.85	-440798996.57
1	MText	PLOCHA	-957883086.26	-440798996.57
1	MText	\H2x;LEGENDA MIESTNOSTÍ	-957886980.85	-440797934.05
1	MText	ČÍSLO\PMIEST.	-957887124.65	-440798996.57
1	MText	STENY	-957877430.12	-440798996.57
1	MText	OZN.	-957874074.78	-440798996.57
1	MText	PODLAHA	-957881935.86	-440798996.57
1	MText	OZN.	-957878772.26	-440798996.57
1	MText	6-O-15	-957887191.76	-440808620.00
1	MText	6-O-16	-957887191.76	-440809204.79
1	MText	6-O-13	-957887191.76	-440807450.43
1	MText	6-O-14	-957887191.76	-440808035.21
1	MText	6-T-02	-957887191.76	-440810959.15
1	MText	6-T-03	-957887191.76	-440811543.94
1	MText	6-O-17	-957887191.76	-440809789.58
1	MText	6-T-01	-957887191.76	-440810374.36
1	MText	6-O-07	-957887191.76	-440803941.70
1	MText	6-O-08	-957887191.76	-440804526.49
1	MText	6-O-05	-957887191.76	-440802772.13
1	MText	6-O-06	-957887191.76	-440803356.91
1	MText	6-O-11	-957887191.76	-440806280.85
1	MText	6-O-12	-957887191.76	-440806865.64
1	MText	6-O-09	-957887191.76	-440805111.28
1	MText	6-O-10	-957887191.76	-440805696.06
1	MText	9.88	-957882750.73	-440802187.34
1	MText	-	-957882002.97	-440812713.51
1	MText	ANTISTATICKÁ PODLAHA	-957882002.97	-440813298.30
1	MText	EPOXID.STIERKA	-957882002.97	-440811543.94
1	MText	-	-957882002.97	-440812128.73
1	MText	P7.1,P5.11	-957878839.36	-440800432.98
1	MText	P7.1,P5.11	-957878839.36	-440801017.77
1	MText	-	-957882002.97	-440813883.09
1	MText	P3.1,P1.6	-957878839.36	-440799848.19
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440808035.21
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440808620.00
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440806865.64
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440807450.43
1	MText	-	-957882002.97	-440810374.36
1	MText	-	-957882002.97	-440810959.15
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440809204.79
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440809789.58
1	MText	P1.9	-957878839.36	-440807450.43
1	MText	P1.9	-957878839.36	-440808035.21
1	MText	P1.9	-957878839.36	-440806280.85
1	MText	P1.9	-957878839.36	-440806865.64
1	MText	P1.9	-957878839.36	-440809789.58
1	MText	-	-957878839.36	-440810374.36
1	MText	P1.9	-957878839.36	-440808620.00
1	MText	P1.9	-957878839.36	-440809204.79
1	MText	P1.10	-957878839.36	-440802772.13
1	MText	P1.9	-957878839.36	-440803356.91
1	MText	P1.10	-957878839.36	-440801602.55
1	MText	P1.10	-957878839.36	-440802187.34
1	MText	-	-957878839.36	-440805111.28
1	MText	-	-957878839.36	-440805696.06
1	MText	-	-957878839.36	-440803941.70
1	MText	-	-957878839.36	-440804526.49
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440806280.85
1	MText	1.03	-957882750.73	-440808620.00
1	MText	1.03	-957882750.73	-440809204.79
1	MText	1.03	-957882750.73	-440807450.43
1	MText	1.03	-957882750.73	-440808035.21
1	MText	10.55	-957882750.73	-440810959.15
1	MText	8.24	-957882750.73	-440811543.94
1	MText	11.15	-957882750.73	-440809789.58
1	MText	6.31	-957882750.73	-440810374.36
1	MText	5.96	-957882750.73	-440803941.70
1	MText	11.98	-957882750.73	-440804526.49
1	MText	5.36	-957882750.73	-440802772.13
1	MText	3.03	-957882750.73	-440803356.91
1	MText	7.93	-957882750.73	-440806280.85
1	MText	1.03	-957882750.73	-440806865.64
1	MText	11.98	-957882750.73	-440805111.28
1	MText	5.96	-957882750.73	-440805696.06
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440802772.13
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440803356.91
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440801602.55
1	MText	KAMENNÁ DLAŽBA	-957882002.97	-440802187.34
1	MText	-	-957882002.97	-440805111.28
1	MText	-	-957882002.97	-440805696.06
1	MText	-	-957882002.97	-440803941.70
1	MText	-	-957882002.97	-440804526.49
1	MText	81.34	-957882750.73	-440813298.30
1	MText	0.95	-957882750.73	-440813883.09
1	MText	1.11	-957882750.73	-440812128.73
1	MText	1.11	-957882750.73	-440812713.51
1	MText	EPOXID.STIERKA/NÁRET	-957882002.97	-440800432.98
1	MText	EPOXID.STIERKA/NÁRET	-957882002.97	-440801017.77
1	MText	963.44	-957882750.73	-440814467.88
1	MText	KOBEREC K1/KAMEN.DL.	-957882002.97	-440799848.19
